2023-10-21 16:15:38.8236|INFO|Lab2.Program|Server started. Listening on port
2023-10-21 16:15:38.9045|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-21 16:16:04.7479|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-21 16:17:02.4201|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-21 18:46:21.6552|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-21 18:51:15.1208|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-21 18:51:48.4704|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 13:44:52.6993|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 13:51:16.5918|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:09:28.4938|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:09:28.5586|INFO|UdpServer.Server|Received request from 127.0.0.1:60249: all
2023-10-22 14:12:17.7704|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:12:17.8369|INFO|UdpServer.Server|Received request from 127.0.0.1:57890: all
2023-10-22 14:13:25.2986|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:13:25.3645|INFO|UdpServer.Server|Received request from 127.0.0.1:63045: all
2023-10-22 14:13:52.4667|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:13:52.5292|INFO|UdpServer.Server|Received request from 127.0.0.1:59362: all
2023-10-22 14:15:49.4029|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:15:49.4688|INFO|UdpServer.Server|Received request from 127.0.0.1:53187: add
2023-10-22 14:16:30.5294|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:16:30.5903|INFO|UdpServer.Server|Received request from 127.0.0.1:63045: add
2023-10-22 14:17:32.5933|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:17:32.6594|INFO|UdpServer.Server|Received request from 127.0.0.1:49153: add
2023-10-22 14:39:20.4888|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:39:20.5488|INFO|UdpServer.Server|Received request from 127.0.0.1:50116: add
2023-10-22 14:39:40.0220|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:39:50.3163|INFO|UdpServer.Server|Received request from 127.0.0.1:51437: add
2023-10-22 14:40:29.3383|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:40:29.4030|INFO|UdpServer.Server|Received request from 127.0.0.1:55258: add
2023-10-22 14:40:58.4024|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:40:58.4664|INFO|UdpServer.Server|Received request from 127.0.0.1:50667: add
2023-10-22 14:41:50.0836|INFO|UdpServer.Server|Server started. Listening on port 2403
2023-10-22 14:41:50.1454|INFO|UdpServer.Server|Received request from 127.0.0.1:52049: add Attention, Charlie, Pop, 2019, 100
2023-10-22 14:42:30.3409|INFO|UdpServer.Server|Server started. Listening on port 2403
